Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
26,"GA Faggianelli, L Mora, R Merheb","Uncertainty quantification for Energy Savings Performance Contracting: Application to an office building",2017,"Energy and buildings","Elsevier","https://www.sciencedirect.com/science/article/pii/S037877881631934X","https://scholar.google.com/scholar?cites=9496208350388883531&as_sdt=2005&sciodt=0,5&hl=en",11,"2021-06-03 16:24:07","HTML","","","",,,,,26,6.50,9,3,4,"Building energy models are widely used to estimate or predict the average energy consumption of a building. However, they only provide approximate figures with significant uncertainties. Particular uses such as energy performance guarantee require more reliable …","https://www.sciencedirect.com/science/article/pii/S037877881631934X","https://scholar.google.com/scholar?q=related:SxAHfi5PyYMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
28,"A Murali, L Pinto, D Gandhi…","CASSL: Curriculum accelerated self-supervised learning",2018,"2018 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8463147/","https://scholar.google.com/scholar?cites=204241051744833560&as_sdt=2005&sciodt=0,5&hl=en",12,"2021-06-03 16:24:07","","","","",,,,,28,9.33,7,4,3,"Recent self-supervised learning approaches focus on using a few thousand data points to learn policies for high-level, low-dimensional action spaces. However, scaling this framework for higher-dimensional control requires either scaling up the data collection …","https://ieeexplore.ieee.org/iel7/8449910/8460178/08463147.pdf","https://scholar.google.com/scholar?q=related:GJDNiSec1QIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
34,"JR Lamontagne, PM Reed, G Marangoni…","Robust abatement pathways to tolerable climate futures require immediate global action",2019,"Nature Climate …","nature.com","https://www.nature.com/articles/s41558-019-0426-8.","https://scholar.google.com/scholar?cites=13750015374791426567&as_sdt=2005&sciodt=0,5&hl=en",13,"2021-06-03 16:24:07","HTML","","","",,,,,34,17.00,9,4,2,"Disentangling the relative importance of climate change abatement policies from the human–Earth system (HES) uncertainties that determine their performance is challenging because the two are inexorably linked, and the nature of this linkage is dynamic, interactive and …","https://www.nature.com/articles/s41558-019-0426-8.","https://scholar.google.com/scholar?q=related:B0Ka9iHe0b4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
28,"S Eker, G Reese, M Obersteiner","Modelling the drivers of a widespread shift to sustainable diets",2019,"Nature Sustainability","nature.com","https://www.nature.com/articles/s41893-019-0331-1","https://scholar.google.com/scholar?cites=10118972530759463627&as_sdt=2005&sciodt=0,5&hl=en",14,"2021-06-03 16:24:07","HTML","","","",,,,,28,14.00,9,3,2,"A reduction in global meat consumption can significantly reduce the adverse environmental effects of the food system, but it would require widespread dietary changes. Such shifts to sustainable diets depend on several behavioural factors that have not yet been addressed …","https://www.nature.com/articles/s41893-019-0331-1","https://scholar.google.com/scholar?q=related:y3Lac-fPbYwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
27,"P Pathmanathan, JM Cordeiro, RA Gray","Comprehensive uncertainty quantification and sensitivity analysis for cardiac action potential models",2019,"Frontiers in physiology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fphys.2019.00721/full","https://scholar.google.com/scholar?cites=7393330566276087141&as_sdt=2005&sciodt=0,5&hl=en",15,"2021-06-03 16:24:07","HTML","","","",,,,,27,13.50,9,3,2,"Recent efforts to ensure the reliability of computational model-based predictions in healthcare, such as the ASME V&V40 Standard, emphasize the importance of uncertainty quantification (UQ) and sensitivity analysis (SA) when evaluating computational models. UQ …","https://www.frontiersin.org/articles/10.3389/fphys.2019.00721/full","https://scholar.google.com/scholar?q=related:ZX3sffpimmYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
26,"NH Hsieh, B Reisfeld, FY Bois, WA Chiu","Applying a global sensitivity analysis workflow to improve the computational efficiencies in physiologically-based pharmacokinetic modeling",2018,"Frontiers in pharmacology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fphar.2018.00588/full","https://scholar.google.com/scholar?cites=14158907124317050262&as_sdt=2005&sciodt=0,5&hl=en",16,"2021-06-03 16:24:07","HTML","","","",,,,,26,8.67,7,4,3,"Traditionally, the solution to reduce parameter dimensionality in a physiologically-based pharmacokinetic (PBPK) model is through expert judgment. However, this approach may lead to bias in parameter estimates and model predictions if important parameters are fixed …","https://www.frontiersin.org/articles/10.3389/fphar.2018.00588/full","https://scholar.google.com/scholar?q=related:llWqMAOLfsQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
30,"V Mytilinou, AJ Kolios","Techno-economic optimisation of offshore wind farms based on life cycle cost analysis on the UK",2019,"Renewable Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0960148118309431","https://scholar.google.com/scholar?cites=10000412047014682250&as_sdt=2005&sciodt=0,5&hl=en",17,"2021-06-03 16:24:07","HTML","","","",,,,,30,15.00,15,2,2,"In order to reduce the cost of energy per MWh in wind energy sector and support investment decisions, an optimisation methodology is developed and applied on Round 3 offshore zones, which are specific sites released by the Crown Estate for offshore wind farm …","https://www.sciencedirect.com/science/article/pii/S0960148118309431","https://scholar.google.com/scholar?q=related:it7YtcWZyIoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
26,"Z Yuan, P Liang, T Silva, K Yu…","Parameter selection for model updating with global sensitivity analysis",2019,"Mechanical Systems and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0888327018303078","https://scholar.google.com/scholar?cites=13657260177742428674&as_sdt=2005&sciodt=0,5&hl=en",18,"2021-06-03 16:24:07","HTML","","","",,,,,26,13.00,5,5,2,"The problem of selecting parameters for stochastic model updating is one that has been studied for decades, yet no method exists that guarantees the 'correct'choice. In this paper, a method is formulated based on global sensitivity analysis using a new evaluation function …","https://www.sciencedirect.com/science/article/pii/S0888327018303078","https://scholar.google.com/scholar?q=related:Avpsu8VViL0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
27,"M Jaxa-Rozen, J Kwakkel","Tree-based ensemble methods for sensitivity analysis of environmental models: A performance comparison with Sobol and Morris techniques",2018,"Environmental Modelling & Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364815217311581","https://scholar.google.com/scholar?cites=8761067872399463179&as_sdt=2005&sciodt=0,5&hl=en",19,"2021-06-03 16:24:07","HTML","","","",,,,,27,9.00,14,2,3,"Complex environmental models typically require global sensitivity analysis (GSA) to account for non-linearities and parametric interactions. However, variance-based GSA is highly computationally expensive. While different screening methods can estimate GSA results …","https://www.sciencedirect.com/science/article/pii/S1364815217311581","https://scholar.google.com/scholar?q=related:CxN108-QlXkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
20,"R Ballester-Ripoll, EG Paredes, R Pajarola","Sobol tensor trains for global sensitivity analysis",2019,"Reliability Engineering & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0951832018303132","https://scholar.google.com/scholar?cites=2597487619157224055&as_sdt=2005&sciodt=0,5&hl=en",20,"2021-06-03 16:24:07","HTML","","","",,,,,20,10.00,7,3,2,"Sobol indices are a widespread quantitative measure for variance-based global sensitivity analysis, but computing and utilizing them remains challenging for high-dimensional systems. We propose the tensor train decomposition (TT) as a unified framework for …","https://www.sciencedirect.com/science/article/pii/S0951832018303132","https://scholar.google.com/scholar?q=related:d2pXQDohDCQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
27,"X Li, X Zhang","Predicting ground-level PM2. 5 concentrations in the Beijing-Tianjin-Hebei region: A hybrid remote sensing and machine learning approach",2019,"Environmental pollution","Elsevier","https://www.sciencedirect.com/science/article/pii/S0269749118353387","https://scholar.google.com/scholar?cites=4112588190155338229&as_sdt=2005&sciodt=0,5&hl=en",21,"2021-06-03 16:24:07","HTML","","","",,,,,27,13.50,14,2,2,"An accurate estimation of PM 2.5 (fine particulate matters with diameters≤ 2.5 μm) concentration is critical for health risk assessment and generating air pollution control strategies. In this study, a hybrid remote sensing and machine learning approach, named …","https://www.sciencedirect.com/science/article/pii/S0269749118353387","https://scholar.google.com/scholar?q=related:9fGsZSvZEjkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
21,"W Finnigan, R Cutlan, R Snajdrova, JP Adams…","Engineering a seven enzyme biotransformation using mathematical modelling and characterized enzyme parts",2019,"…","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6774274/","https://scholar.google.com/scholar?cites=16419018908171432046&as_sdt=2005&sciodt=0,5&hl=en",22,"2021-06-03 16:24:07","HTML","","","",,,,,21,10.50,4,5,2,"Multi‐step enzyme reactions offer considerable cost and productivity benefits. Process models offer a route to understanding the complexity of these reactions, and allow for their optimization. Despite the increasing prevalence of multi‐step biotransformations, there are …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6774274/","https://scholar.google.com/scholar?q=related:bvD6jbQS3OMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
18,"KD Berends, JJ Warmink, S Hulscher","Efficient uncertainty quantification for impact analysis of human interventions in rivers",2018,"Environmental modelling & software","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364815217307120","https://scholar.google.com/scholar?cites=4331243226553589795&as_sdt=2005&sciodt=0,5&hl=en",23,"2021-06-03 16:24:07","HTML","","","",,,,,18,6.00,6,3,3,"Human interventions to optimise river functions are often contentious, disruptive, and expensive. To analyse the expected impact of an intervention before implementation, decision makers rely on computations with complex physics-based hydraulic models. The …","https://www.sciencedirect.com/science/article/pii/S1364815217307120","https://scholar.google.com/scholar?q=related:IyCLQsSqGzwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
24,"Z Pang, Z O'Neill, Y Li, F Niu","The role of sensitivity analysis in the building performance analysis: A critical review",2020,"Energy and Buildings","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378778819319164","https://scholar.google.com/scholar?cites=16938146883860067502&as_sdt=2005&sciodt=0,5&hl=en",24,"2021-06-03 16:24:07","HTML","","","",,,,,24,24.00,6,4,1,"A building system is highly nonlinear and commonly includes a variety of parameters ranging from the architectural design to the building mechanical and energy system. Serving as a powerful tool to understand the complicated building system, sensitivity analysis (SA) …","https://www.sciencedirect.com/science/article/pii/S0378778819319164","https://scholar.google.com/scholar?q=related:rnTeRdliEOsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
16,"O Marko, S Brdar, M Panić, I Šašić, D Despotović…","Portfolio optimization for seed selection in diverse weather scenarios",2017,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0184198","https://scholar.google.com/scholar?cites=10410902888388091517&as_sdt=2005&sciodt=0,5&hl=en",25,"2021-06-03 16:24:07","HTML","","","",,,,,16,4.00,3,6,4,"The aim of this work was to develop a method for selection of optimal soybean varieties for the American Midwest using data analytics. We extracted the knowledge about 174 varieties from the dataset, which contained information about weather, soil, yield and regional …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0184198","https://scholar.google.com/scholar?q=related:fd51hQT1epAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
15,"JF Oliveira, DCP Jorge, RV Veiga…","Mathematical modeling of COVID-19 in 14.8 million individuals in Bahia, Brazil",2021,"Nature …","nature.com","https://www.nature.com/articles/s41467-020-19798-3","https://scholar.google.com/scholar?cites=15532219497363442275&as_sdt=2005&sciodt=0,5&hl=en",26,"2021-06-03 16:24:07","HTML","","","",,,,,15,15.00,4,4,1,"COVID-19 is affecting healthcare resources worldwide, with lower and middle-income countries being particularly disadvantaged to mitigate the challenges imposed by the disease, including the availability of a sufficient number of infirmary/ICU hospital beds …","https://www.nature.com/articles/s41467-020-19798-3","https://scholar.google.com/scholar?q=related:Y4q-8VaHjdcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
15,"E Markelova, RM Couture, CT Parsons, I Markelov…","Speciation dynamics of oxyanion contaminants (As, Sb, Cr) in argillaceous suspensions during oxic-anoxic cycles",2018,"Applied …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0883292717303761","https://scholar.google.com/scholar?cites=12652085838109140241&as_sdt=2005&sciodt=0,5&hl=en",27,"2021-06-03 16:24:07","HTML","","","",,,,,15,5.00,3,5,3,"Argillaceous geological formations are considered promising repositories for waste containing inorganic contaminants. However, the sequestration capacity of an argillaceous natural barrier may change as a result of dynamic environmental conditions, in particular …","https://www.sciencedirect.com/science/article/pii/S0883292717303761","https://scholar.google.com/scholar?q=related:EeU-QAk9la8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
13,"Y Li, WP Kustas, C Huang, H Nieto…","Evaluating soil resistance formulations in thermal‐based two‐source energy balance (TSEB) model: Implications for heterogeneous semiarid and arid regions",2019,"Water Resources …","Wiley Online Library","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2018WR022981","https://scholar.google.com/scholar?cites=11129766223920793101&as_sdt=2005&sciodt=0,5&hl=en",28,"2021-06-03 16:24:07","","10.1029/2018WR022981","","",,,,,13,6.50,3,5,2,"Relatively small fluctuations in the surface energy balance and evapotranspiration in semiarid and arid regions can be indicative of significant changes to ecosystem health. Therefore, it is imperative to have approaches for monitoring surface fluxes in these regions …","https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2018WR022981","https://scholar.google.com/scholar?q=related:DYbwoWnfdJoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
18,"J Benjamin, ME Arias, Q Zhang","A techno-economic process model for pressure retarded osmosis based energy recovery in desalination plants",2020,"Desalination","Elsevier","https://www.sciencedirect.com/science/article/pii/S0011916419315115","https://scholar.google.com/scholar?cites=5492379073923668913&as_sdt=2005&sciodt=0,5&hl=en",29,"2021-06-03 16:24:07","HTML","","","",,,,,18,18.00,6,3,1,"Existing desalination plants face the challenges of high energy costs and environmental impacts from brine disposal. Pressure retarded osmosis (PRO) is a technology that could mitigate these issues. PRO works by capturing the potential energy in the salinity gradient …","https://www.sciencedirect.com/science/article/pii/S0011916419315115","https://scholar.google.com/scholar?q=related:sVsC-arZOEwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
15,"S Jiang, V Babovic, Y Zheng…","Advancing opportunistic sensing in hydrology: A novel approach to measuring rainfall with ordinary surveillance cameras",2019,"Water Resources …","Wiley Online Library","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2018WR024480","https://scholar.google.com/scholar?cites=10556799714106692059&as_sdt=2005&sciodt=0,5&hl=en",30,"2021-06-03 16:24:07","","10.1029/2018WR024480","","",,,,,15,7.50,4,4,2,"Abstract “Opportunistic sensing” represents an appealing idea for collecting unconventional data with broad spatial coverage and high resolution, but few studies have explored its feasibility in hydrology. This study develops a novel approach to measuring rainfall intensity …","https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2018WR024480","https://scholar.google.com/scholar?q=related:21FGXGhJgZIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
19,"D Douglas-Smith, T Iwanaga, BFW Croke…","Certain trends in uncertainty and sensitivity analysis: An overview of software tools and techniques",2020,"… Modelling & Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364815219305845","https://scholar.google.com/scholar?cites=14985437496925937922&as_sdt=2005&sciodt=0,5&hl=en",31,"2021-06-03 16:24:07","HTML","","","",,,,,19,19.00,5,4,1,"Uncertainty and sensitivity analysis (UA/SA) aid in assessing whether model complexity is warranted and under what conditions. To support these analyses a variety of software tools have been developed to provide UA/SA methods and approaches in a more accessible …","https://www.sciencedirect.com/science/article/pii/S1364815219305845","https://scholar.google.com/scholar?q=related:AuEW2AH49s8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
18,"G Qian, A Mahdi","Sensitivity analysis methods in the biomedical sciences",2020,"Mathematical biosciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0025556420300018","https://scholar.google.com/scholar?cites=13106664462430037873&as_sdt=2005&sciodt=0,5&hl=en",32,"2021-06-03 16:24:07","HTML","","","",,,,,18,18.00,9,2,1,"Sensitivity analysis is an important part of a mathematical modeller's toolbox for model analysis. In this review paper, we describe the most frequently used sensitivity techniques, discussing their advantages and limitations, before applying each method to a simple …","https://www.sciencedirect.com/science/article/pii/S0025556420300018","https://scholar.google.com/scholar?q=related:cedg8eI55LUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
23,"F Baldi, S Moret, K Tammi, F Maréchal","The role of solid oxide fuel cells in future ship energy systems",2020,"Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S036054421932506X","https://scholar.google.com/scholar?cites=8597069507494060915&as_sdt=2005&sciodt=0,5&hl=en",33,"2021-06-03 16:24:07","HTML","","","",,,,,23,23.00,6,4,1,"With rising concerns about emissions from shipping, fuel cells are expected to take an important role in ship propulsion. In particular, solid oxide fuel cells (SOFC) offer high efficiency with the possibility of combined heat and power production. In this paper, we …","https://www.sciencedirect.com/science/article/pii/S036054421932506X","https://scholar.google.com/scholar?q=related:c6OG9yrtTncJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
20,"BC Trindade, PM Reed, GW Characklis","Deeply uncertain pathways: Integrated multi-city regional water supply infrastructure investment and portfolio management",2019,"Advances in Water Resources","Elsevier","https://www.sciencedirect.com/science/article/pii/S0309170819306475","https://scholar.google.com/scholar?cites=8520896630672862025&as_sdt=2005&sciodt=0,5&hl=en",34,"2021-06-03 16:24:07","HTML","","","",,,,,20,10.00,7,3,2,"This study contributes the Deep Uncertainty (DU) Pathways framework for bridging long-term water supply infrastructure investments and improved short-term water portfolio management (eg, restrictions, water transfers, financial instruments, etc.) to yield a regional …","https://www.sciencedirect.com/science/article/pii/S0309170819306475","https://scholar.google.com/scholar?q=related:SSsUB1dOQHYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
10,"S Razavi, A Jakeman, A Saltelli, C Prieur…","The Future of Sensitivity Analysis: An essential discipline for systems modeling and policy support",2021,"… Modelling & Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364815220310112","https://scholar.google.com/scholar?cites=15721116858115713204&as_sdt=2005&sciodt=0,5&hl=en",35,"2021-06-03 16:24:07","HTML","","","",,,,,10,10.00,2,5,1,"Sensitivity analysis (SA) is en route to becoming an integral part of mathematical modeling. The tremendous potential benefits of SA are, however, yet to be fully realized, both for advancing mechanistic and data-driven modeling of human and natural systems, and in …","https://www.sciencedirect.com/science/article/pii/S1364815220310112","https://scholar.google.com/scholar?q=related:tGhkCH2gLNoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
18,"HR Meredith, V Andreani, HR Ma…","Applying ecological resistance and resilience to dissect bacterial antibiotic responses",2018,"Science …","advances.sciencemag.org","https://advances.sciencemag.org/content/4/12/eaau1873.abstract","https://scholar.google.com/scholar?cites=1159313073794632604&as_sdt=2005&sciodt=0,5&hl=en",36,"2021-06-03 16:24:07","","","","",,,,,18,6.00,5,4,3,"An essential property of microbial communities is the ability to survive a disturbance. Survival can be achieved through resistance, the ability to absorb effects of a disturbance without a notable change, or resilience, the ability to recover after being perturbed by a …","https://advances.sciencemag.org/content/advances/4/12/eaau1873.full.pdf","https://scholar.google.com/scholar?q=related:nMv-Khm1FhAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
